make,model,type,year,fuel_type,daily_rate,status,location_city,location_state,location_latitude,location_longitude
Tesla,Model 3,car,2020,ELECTRIC,95,,San Diego,CA,32.921706,-117.139695
Toyota,Yaris,car,2017,GASOLINE,30,,San Diego,CA,32.726916,-117.195819
BMW,5 Series,car,2015,DIESEL,90,,Carlsbad,CA,33.130417,-117.241679
BMW,X5 eDrive,suv,2016,HYBRID,129,,Carlsbad,CA,33.128971,-117.241385
Tesla,Model 3,car,2019,ELECTRIC,100,,San Diego,CA,32.787972,-117.068268
Ford,Mustang,car,2019,GASOLINE,58,,San Diego,CA,32.72568,-117.195136
Tesla,Model X,suv,2020,ELECTRIC,230,,San Diego,CA,32.921865,-117.116232
MINI,Cooper,car,2008,GASOLINE,49,,San Diego,CA,32.72682,-117.196579
Audi,S5,car,2010,GASOLINE,65,,San Diego,CA,32.918256,-117.130353
Porsche,Cayman,car,2008,GASOLINE,80,,Chula Vista,CA,32.625208,-116.973563
Maserati,Ghibli,car,2015,GASOLINE,149,,San Diego,CA,32.711345,-117.154572
Porsche,911,car,2008,GASOLINE,209,,San Diego,CA,32.793066,-117.233282
Chevrolet,Camaro,car,2017,GASOLINE,50,,San Diego,CA,32.708175,-117.165098
Tesla,Model 3,car,2019,ELECTRIC,99,,San Diego,CA,32.748973,-117.212237
Chevrolet,Camaro,car,2018,GASOLINE,67,,San Diego,CA,32.720169,-117.137361
Porsche,Boxster,car,2008,GASOLINE,90,,Chula Vista,CA,32.62442,-116.97469
BMW,4 Series,car,2016,GASOLINE,79,,San Diego,CA,32.918157,-117.128792
BMW,4 Series,car,2015,GASOLINE,75,,San Diego,CA,32.918262,-117.130215
Chevrolet,Corvette,car,2017,GASOLINE,250,,Chula Vista,CA,32.663751,-116.972202
Tesla,Model 3,car,2019,ELECTRIC,109,,San Diego,CA,32.809456,-117.142042
Chevrolet,Corvette,car,2008,GASOLINE,89,,San Diego,CA,32.729168,-117.077341
Tesla,Model S,car,2017,ELECTRIC,169,,San Diego,CA,32.748048,-117.140458
BMW,X6 M,suv,2015,GASOLINE,149,,San Diego,CA,32.809068,-117.14181
Toyota,Corolla,car,2020,GASOLINE,30,,San Diego,CA,32.726082,-117.196594
Kia,Soul,car,2015,GASOLINE,45,,San Diego,CA,32.725757,-117.196051
BMW,6 Series,car,2008,GASOLINE,59,,San Diego,CA,32.918251,-117.129932
BMW,X1,suv,2019,GASOLINE,59,,San Diego,CA,32.725614,-117.196481
BMW,3-Series,car,2019,GASOLINE,69,,San Diego,CA,32.752029,-117.21346
Tesla,Model X,suv,2018,ELECTRIC,179,,San Diego,CA,32.747899,-117.140462
BMW,5 Series,car,2016,GASOLINE,89,,San Diego,CA,32.808662,-117.140999
Mercedes-Benz,GLA-Class,suv,2017,GASOLINE,70,,San Diego,CA,32.769216,-117.186794
Subaru,XV Crosstrek,suv,2014,GASOLINE,32,,San Diego,CA,32.727514,-117.229225
Tesla,Model S,car,2015,ELECTRIC,109,,San Diego,CA,32.78276,-117.170077
Toyota,C-HR,suv,2020,GASOLINE,35,,San Diego,CA,32.726098,-117.196497
Toyota,Camry Hybrid,car,2007,HYBRID,23,,San Diego,CA,32.735824,-117.176477
Tesla,Model X,suv,2017,ELECTRIC,179,,San Diego,CA,32.749619,-117.21168
Chevrolet,Corvette,car,2017,GASOLINE,149,,San Diego,CA,32.797164,-117.067146
Tesla,Model X,suv,2020,ELECTRIC,190,,San Diego,CA,32.769208,-117.165758
Toyota,Sienna,minivan,2014,GASOLINE,65,,San Diego,CA,32.850354,-117.214416
BMW,X1,suv,2019,GASOLINE,59,,San Diego,CA,32.726604,-117.197357
Kia,Optima,car,2014,GASOLINE,34,,Chula Vista,CA,32.657902,-116.969906
Volkswagen,Passat,car,2017,GASOLINE,40,,Chula Vista,CA,32.652236,-116.9512
Toyota,Corolla,car,2020,GASOLINE,32,,San Diego,CA,32.727109,-117.196053
Dodge,Challenger,car,2015,GASOLINE,49,,San Diego,CA,32.82851,-117.133842
Toyota,Corolla,car,2020,GASOLINE,32,,San Diego,CA,32.72656,-117.195903
Honda,Accord,car,2017,GASOLINE,36,,Spring Valley,CA,32.734668,-116.96307
Chevrolet,Suburban,suv,2019,GASOLINE,77,,San Diego,CA,32.808147,-117.127747
Lexus,NX 300,suv,2018,GASOLINE,94,,San Diego,CA,32.765719,-117.158771
BMW,3 Series,car,2014,GASOLINE,44,,Chula Vista,CA,32.606498,-117.064111
Lexus,IS 200t,car,2017,GASOLINE,79,,San Diego,CA,32.809822,-117.141844
Jeep,Gladiator,truck,2020,GASOLINE,89,,San Diego,CA,32.726422,-117.196885
BMW,X5,suv,2013,DIESEL,89,,Carlsbad,CA,33.126038,-117.257941
Chrysler,Town and Country,minivan,2016,GASOLINE,42,,San Diego,CA,32.759407,-117.178394
Ram,1500,truck,2017,DIESEL,90,,Carlsbad,CA,33.129766,-117.241385
BMW,6 Series,car,2012,GASOLINE,130,,San Diego,CA,32.561725,-117.073577
Dodge,Journey,suv,2015,GASOLINE,40,,San Diego,CA,32.788011,-117.068278
Toyota,Prius,car,2013,HYBRID,36,,San Diego,CA,32.787994,-117.068238
Tesla,Model 3,car,2018,ELECTRIC,95,,San Diego,CA,32.791508,-117.192402
Jeep,Wrangler,suv,2009,GASOLINE,70,,San Diego,CA,32.809662,-117.127227
Maserati,Levante,suv,2019,GASOLINE,109,,San Diego,CA,32.765051,-117.158501
Tesla,Model 3,car,2019,ELECTRIC,159,,San Diego,CA,33.018273,-117.124666
Honda,Civic,car,2016,GASOLINE,35,,Spring Valley,CA,32.734804,-116.961965
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,69,,San Diego,CA,32.866604,-117.234492
Audi,A5,car,2010,GASOLINE,52,,San Diego,CA,32.918311,-117.129754
Tesla,Model X,suv,2018,ELECTRIC,179,,San Diego,CA,32.854012,-117.195009
Tesla,Model S,car,2015,ELECTRIC,115,,San Diego,CA,32.743747,-117.063462
Toyota,Tacoma,truck,2010,GASOLINE,33,,San Diego,CA,32.732128,-117.102528
Dodge,Ram 1500,truck,2019,GASOLINE,51,,La Mesa,CA,32.773128,-117.02457
Chevrolet,Camaro,car,2018,GASOLINE,77,,San Diego,CA,32.764177,-117.061326
Toyota,Prius Prime,car,2017,HYBRID,50,,San Diego,CA,32.709764,-117.152982
Toyota,Tundra,truck,2010,GASOLINE,71,,San Diego,CA,32.788786,-117.105767
Lexus,ES 300h,car,2015,HYBRID,95,,San Diego,CA,32.687505,-117.103841
MINI,Hardtop 2 Door,car,2017,GASOLINE,49,,Chula Vista,CA,32.63075,-116.934554
FIAT,500,car,2014,GASOLINE,30,,San Diego,CA,32.718344,-117.138232
FIAT,500,car,2014,GASOLINE,30,,San Diego,CA,32.718295,-117.136154
BMW,4 Series Gran Coupe,car,2016,GASOLINE,56,,San Diego,CA,32.751785,-117.049297
Ford,Fusion,car,2012,HYBRID,27,,San Diego,CA,32.73541,-117.176246
Chevrolet,Corvette,car,2018,GASOLINE,120,,Chula Vista,CA,32.626482,-117.016667
Tesla,Model X,suv,2018,ELECTRIC,399,,San Diego,CA,32.748812,-117.139546
Ram,2500,truck,2016,DIESEL,68,,Spring Valley,CA,32.733558,-116.963623
FIAT,124 Spider,car,2018,GASOLINE,59,,San Diego,CA,32.719133,-117.137708
Audi,S4,car,2012,GASOLINE,60,,San Diego,CA,32.738541,-117.128602
Mercedes-Benz,E-Class,car,2011,DIESEL,50,,San Diego,CA,32.96166,-117.204993
GMC,Yukon XL,suv,2018,GASOLINE,120,,San Diego,CA,32.807813,-117.240787
Porsche,911,car,2005,GASOLINE,109,,San Diego,CA,32.794816,-117.235258
Buick,Encore,suv,2020,GASOLINE,45,,San Diego,CA,32.726495,-117.194751
Mercedes-Benz,S-Class,car,2015,GASOLINE,249,,Temecula,CA,33.480819,-117.091054
Dodge,Grand Caravan,minivan,2017,GASOLINE,63,,San Diego,CA,32.802345,-117.154544
Ford,Mustang,car,2018,GASOLINE,59,,Chula Vista,CA,32.649372,-117.08334
Lexus,Ux,suv,2020,HYBRID,49,,San Diego,CA,32.725616,-117.19508
BMW,Z4,car,2014,GASOLINE,63,,San Diego,CA,32.745607,-117.167687
Toyota,Highlander,suv,2016,GASOLINE,69,,San Diego,CA,32.823314,-117.150826
BMW,X5,suv,2018,GASOLINE,88,,Chula Vista,CA,32.630414,-117.045678
Polaris,Slingshot,car,2019,GASOLINE,95,,San Diego,CA,32.715667,-117.111414
FIAT,124 Spider,car,2018,GASOLINE,52,,San Diego,CA,32.718404,-117.137098
BMW,3 Series,car,2011,GASOLINE,65,,San Diego,CA,32.785549,-117.097708
Audi,S6,car,2013,GASOLINE,69,,Oceanside,CA,33.255175,-117.411238
BMW,X5,suv,2014,GASOLINE,55,,San Diego,CA,32.827882,-117.22459
Mercedes-Benz,GL-Class,suv,2011,GASOLINE,52,,San Diego,CA,32.867658,-117.241231
Tesla,Model 3,car,2018,ELECTRIC,111,,Chula Vista,CA,32.642097,-116.975628
Toyota,Prius,car,2012,HYBRID,40,,Spring Valley,CA,32.713205,-116.981791
Jeep,Wrangler,suv,2008,GASOLINE,44,,San Diego,CA,32.718949,-117.241525
Toyota,Tundra,truck,2012,GASOLINE,49,,San Diego,CA,32.917892,-117.1302
Tesla,Model 3,car,2020,ELECTRIC,68,,San Diego,CA,32.745347,-117.166367
Tesla,Model 3,car,2020,ELECTRIC,68,,San Diego,CA,32.744746,-117.168707
Dodge,Journey,suv,2018,GASOLINE,55,,Chula Vista,CA,32.626244,-116.993976
Kia,Sedona,minivan,2018,GASOLINE,55,,San Diego,CA,32.718024,-117.137379
Mercedes-benz,Sprinter,van,2019,DIESEL,110,,San Diego,CA,32.821472,-117.274187
Ford,Transit Connect,minivan,2012,GASOLINE,34,,San Diego,CA,32.73159,-117.101932
Tesla,Model 3,car,2018,ELECTRIC,185,,San Diego,CA,32.749574,-117.14045
Chevrolet,Suburban,suv,2015,GASOLINE,90,,San Diego,CA,32.718717,-117.156274
Lincoln,MKZ,car,2017,HYBRID,60,,San Diego,CA,32.753564,-117.142491
Honda,Clarity,car,2018,HYBRID,42,,Chula Vista,CA,32.610481,-116.992233
Acura,MDX,suv,2012,GASOLINE,149,,San Diego,CA,32.725907,-117.195472
Tesla,Model 3,car,2018,ELECTRIC,89,,San Diego,CA,32.808026,-117.140743
Toyota,Prius c,car,2016,HYBRID,35,,Chula Vista,CA,32.62695,-116.963146
Tesla,Model S,car,2015,ELECTRIC,119,,San Diego,CA,32.969873,-117.132012
Kia,Telluride,suv,2020,GASOLINE,59,,National City,CA,32.682083,-117.083775
Jeep,Wrangler,suv,2018,GASOLINE,65,,San Diego,CA,32.717918,-117.136019
Chevrolet,Corvette,car,2008,GASOLINE,181,,San Diego,CA,32.726897,-117.178935
Mercedes-Benz,S-Class,car,2012,GASOLINE,75,,San Diego,CA,32.94146,-117.212093
Jeep,Wrangler,suv,2017,GASOLINE,59,,Chula Vista,CA,32.649354,-117.083491
Jeep,Grand Cherokee,suv,2014,GASOLINE,46,,San Diego,CA,32.744867,-117.252056
Audi,A4,car,2017,GASOLINE,52,,San Diego,CA,32.979063,-117.16127
Tesla,Model 3,car,2018,ELECTRIC,149,,San Diego,CA,32.916977,-117.132835
Tesla,Model 3,car,2018,ELECTRIC,103,,San Diego,CA,32.770485,-117.141336
Chevrolet,Camaro,car,2017,GASOLINE,50,,San Antonio,TX,29.609353,-98.606425
Dodge,Charger,car,2014,GASOLINE,36,,San Antonio,TX,29.609384,-98.606381
Dodge,Durango,suv,2018,GASOLINE,50,,San Antonio,TX,29.609524,-98.606535
Toyota,Camry,car,2012,GASOLINE,39,,San Antonio,TX,29.521068,-98.453947
Lexus,RC,car,2019,GASOLINE,60,,San Antonio,TX,29.609412,-98.606317
Dodge,Journey,suv,2018,GASOLINE,47,,San Antonio,TX,29.609393,-98.606338
Ford,Escape,suv,2018,GASOLINE,45,,San Antonio,TX,29.521412,-98.454321
Ford,Fusion,car,2014,GASOLINE,36,,San Antonio,TX,29.47629,-98.612783
Tesla,Model 3,car,2019,ELECTRIC,115,,San Antonio,TX,29.595138,-98.536155
Tesla,Model 3,car,2018,ELECTRIC,110,,San Antonio,TX,29.600682,-98.535767
Toyota,Camry,car,2019,HYBRID,40,,San Antonio,TX,29.52117,-98.454217
Nissan,Altima,car,2015,GASOLINE,44,,San Antonio,TX,29.606083,-98.510872
Tesla,Model 3,car,2019,ELECTRIC,91,,San Antonio,TX,29.575046,-98.509511
Tesla,Model 3,car,2019,ELECTRIC,103,,San Antonio,TX,29.574502,-98.508501
Tesla,Model 3,car,2019,ELECTRIC,168,,San Antonio,TX,29.499118,-98.435392
Porsche,Panamera,car,2013,GASOLINE,200,,San Antonio,TX,29.679326,-98.437502
Ford,F-150,truck,2018,GASOLINE,114,,Boerne,TX,29.796188,-98.704437
Tesla,Model Y,suv,2020,ELECTRIC,133,,San Antonio,TX,29.57425,-98.507536
Audi,A3,car,2017,GASOLINE,66,,San Antonio,TX,29.63975,-98.620555
Jaguar,F-TYPE,car,2016,GASOLINE,159,,San Antonio,TX,29.571214,-98.601778
Cadillac,Escalade ESV,suv,2013,GASOLINE,112,,San Antonio,TX,29.595928,-98.487419
Tesla,Model 3,car,2018,ELECTRIC,125,,San Antonio,TX,29.683241,-98.437595
Porsche,911,car,2012,GASOLINE,156,,San Antonio,TX,29.678873,-98.437713
Alfa Romeo,Giulia,car,2017,GASOLINE,89,,San Antonio,TX,29.615047,-98.636279
Tesla,Model X,suv,2017,ELECTRIC,225,,San Antonio,TX,29.6814,-98.438422
Mercedes-Benz,E-Class,car,2014,GASOLINE,80,,San Antonio,TX,29.639819,-98.490407
Tesla,Model 3,car,2018,ELECTRIC,168,,San Antonio,TX,29.447427,-98.471792
Chevrolet,Malibu,car,2014,GASOLINE,35,,San Antonio,TX,29.51411,-98.537911
Ford,F-150,truck,2010,GASOLINE,65,,San Antonio,TX,29.571942,-98.573432
Ford,Fusion,car,2016,GASOLINE,30,,San Antonio,TX,29.513557,-98.535444
Hyundai,Sonata,car,2016,GASOLINE,30,,San Antonio,TX,29.513498,-98.537507
Subaru,Legacy,car,2014,GASOLINE,31,,San Antonio,TX,29.514535,-98.538518
BMW,4 Series,car,2014,GASOLINE,104,,San Antonio,TX,29.570013,-98.60037
Lincoln,MKZ,car,2016,GASOLINE,35,,San Antonio,TX,29.513856,-98.537513
Toyota,Sienna,minivan,2011,GASOLINE,48,,San Antonio,TX,29.521,-98.731711
Porsche,Macan,suv,2017,GASOLINE,120,,San Antonio,TX,29.679593,-98.436224
Volkswagen,Passat,car,2013,GASOLINE,30,,San Antonio,TX,29.514568,-98.537258
Alfa Romeo,Giulia,car,2018,GASOLINE,98,,San Antonio,TX,29.571734,-98.599823
Ford,Mustang,car,2014,GASOLINE,40,,San Antonio,TX,29.513994,-98.538695
BMW,X5,suv,2012,GASOLINE,42,,San Antonio,TX,29.5131,-98.538577
Chevrolet,Camaro,car,2013,GASOLINE,33,,San Antonio,TX,29.514048,-98.537704
Cadillac,Escalade ESV,suv,2018,GASOLINE,249,,San Antonio,TX,29.601614,-98.560386
Tesla,Model 3,car,2020,ELECTRIC,85,,San Antonio,TX,29.683176,-98.437152
Nissan,Maxima,car,2014,GASOLINE,29,,San Antonio,TX,29.513039,-98.537561
Ford,Escape,suv,2008,GASOLINE,33,,Boerne,TX,29.796487,-98.70457
Honda,Accord,car,2016,GASOLINE,55,,San Antonio,TX,29.490259,-98.439964
Ford,Mustang,car,2012,GASOLINE,33,,San Antonio,TX,29.514616,-98.537327
Audi,A4,car,2013,GASOLINE,38,,San Antonio,TX,29.514145,-98.537695
Audi,A6,car,2012,GASOLINE,39,,San Antonio,TX,29.513666,-98.537542
Honda,Civic,car,2012,GASOLINE,29,,San Antonio,TX,29.515356,-98.537463
Toyota,Prius,car,2012,HYBRID,29,,San Antonio,TX,29.515259,-98.536714
Mercedes-Benz,C-Class,car,2015,GASOLINE,159,,Leon Valley,TX,29.479633,-98.598827
Toyota,Avalon,car,2008,GASOLINE,39,,San Antonio,TX,29.496161,-98.45483
Toyota,Avalon,car,2012,GASOLINE,29,,San Antonio,TX,29.514115,-98.537592
Audi,Q5,suv,2011,GASOLINE,36,,San Antonio,TX,29.514124,-98.537509
Volkswagen,Passat,car,2018,GASOLINE,35,,San Antonio,TX,29.513595,-98.537175
Hyundai,Sonata,car,2015,GASOLINE,30,,San Antonio,TX,29.514316,-98.537613
Toyota,Highlander,suv,2008,GASOLINE,45,,San Antonio,TX,29.495935,-98.455968
Volkswagen,Passat,car,2015,GASOLINE,29,,San Antonio,TX,29.514525,-98.537667
Toyota,4Runner,suv,2017,GASOLINE,84,,San Antonio,TX,29.571705,-98.60137
Chevrolet,Malibu,car,2015,GASOLINE,30,,San Antonio,TX,29.514449,-98.538081
Volvo,S60,car,2016,GASOLINE,32,,San Antonio,TX,29.514136,-98.53763
Hyundai,Sonata,car,2013,GASOLINE,29,,San Antonio,TX,29.514425,-98.537799
Kia,Optima,car,2015,GASOLINE,31,,San Antonio,TX,29.514465,-98.537979
Mercedes-Benz,C-Class,car,2013,GASOLINE,38,,San Antonio,TX,29.513181,-98.538155
Chrysler,Town and Country,minivan,2013,GASOLINE,40,,San Antonio,TX,29.514296,-98.537366
Ram,1500,truck,2017,GASOLINE,136,,San Antonio,TX,29.574288,-98.567248
Nissan,Xterra,suv,2012,GASOLINE,31,,San Antonio,TX,29.514074,-98.53858
Volvo,XC60,suv,2013,GASOLINE,34,,San Antonio,TX,29.514979,-98.53817
BMW,5 Series,car,2011,GASOLINE,35,,San Antonio,TX,29.514064,-98.537208
Jeep,Liberty,suv,2012,GASOLINE,29,,San Antonio,TX,29.514626,-98.536929
Hyundai,Santa Fe Sport,suv,2017,GASOLINE,32,,San Antonio,TX,29.512813,-98.537119
Volkswagen,Passat,car,2013,GASOLINE,29,,San Antonio,TX,29.513966,-98.53785
Ford,Edge,suv,2014,GASOLINE,32,,San Antonio,TX,29.514669,-98.536234
Chevrolet,Malibu,car,2018,GASOLINE,35,,San Antonio,TX,29.514017,-98.536698
Chevrolet,Equinox,suv,2015,GASOLINE,30,,San Antonio,TX,29.514077,-98.537003
Volkswagen,Passat,car,2013,GASOLINE,29,,San Antonio,TX,29.515205,-98.537785
Ford,Fusion,car,2013,GASOLINE,30,,San Antonio,TX,29.513151,-98.537479
Nissan,Murano,suv,2012,GASOLINE,30,,San Antonio,TX,29.514076,-98.537288
Hyundai,Sonata,car,2012,GASOLINE,29,,San Antonio,TX,29.514192,-98.537739
Toyota,C-HR,suv,2020,GASOLINE,55,,San Antonio,TX,29.53682,-98.411298
MINI,Cooper Countryman,car,2012,GASOLINE,35,,San Antonio,TX,29.514286,-98.537419
BMW,X3,suv,2017,GASOLINE,140,,San Antonio,TX,29.358766,-98.638859
Toyota,Yaris,car,2009,GASOLINE,27,,San Antonio,TX,29.425379,-98.689702
Kia,Soul,car,2013,GASOLINE,39,,San Antonio,TX,29.419546,-98.475186
Hyundai,Palisade,suv,2020,GASOLINE,85,,San Antonio,TX,29.385835,-98.562144
Honda,Civic,car,2010,GASOLINE,28,,San Antonio,TX,29.425842,-98.689188
Toyota,Corolla,car,2009,GASOLINE,35,,San Antonio,TX,29.496734,-98.455118
Volkswagen,Jetta,car,2019,GASOLINE,45,,San Antonio,TX,29.570139,-98.600203
Toyota,Corolla,car,2016,GASOLINE,34,,San Antonio,TX,29.554397,-98.471074
Ford,Transit-350 Wagon,van,2019,,75,,San Antonio,TX,29.405642,-98.711994
Chevrolet,Impala,car,2017,GASOLINE,65,,San Antonio,TX,29.486385,-98.715862
BMW,M4,car,2018,GASOLINE,368,,Del Rio,TX,29.466763,-100.985711
Toyota,Yaris,car,2007,GASOLINE,28,,San Antonio,TX,29.425435,-98.689523
Mitsubishi,Lancer,car,2010,GASOLINE,69,,San Antonio,TX,29.44302,-98.692128
Cadillac,Escalade,suv,2015,GASOLINE,195,,San Antonio,TX,29.652499,-98.477879
Mercedes-Benz,GL-Class,suv,2010,GASOLINE,47,,San Antonio,TX,29.412377,-98.724665
Jeep,Patriot,suv,2015,GASOLINE,42,,San Antonio,TX,29.365085,-98.736017
Land Rover,Range Rover Sport,suv,2016,GASOLINE,271,,San Antonio,TX,29.563421,-98.483081
Mazda,MAZDA2,car,2012,,25,,San Antonio,TX,29.444692,-98.478055
Toyota,Corolla,car,2017,GASOLINE,30,,Savannah,GA,32.021785,-81.215879
Scion,xD,car,2009,GASOLINE,25,,Savannah,GA,32.021164,-81.215446
Chevrolet,Spark,car,2013,GASOLINE,25,,Savannah,GA,32.021679,-81.215536
Toyota,Yaris,car,2010,GASOLINE,25,,Savannah,GA,32.021408,-81.215486
Nissan,Sentra,car,2018,GASOLINE,39,,Savannah,GA,32.041299,-81.228966
Nissan,Sentra,car,2018,GASOLINE,40,,Savannah,GA,32.041297,-81.228974
Nissan,Versa,car,2018,GASOLINE,34,,Savannah,GA,32.041303,-81.228975
Honda,Accord,car,2017,GASOLINE,49,,Savannah,GA,32.0413,-81.228959
Tesla,Model 3,car,2018,ELECTRIC,129,,Savannah,GA,32.054084,-81.101556
Audi,Q5,suv,2013,GASOLINE,62,,Savannah,GA,32.045328,-81.081429
Ford,Mustang,car,2015,GASOLINE,69,,Savannah,GA,32.041294,-81.228972
Nissan,Quest,minivan,2016,GASOLINE,54,,Savannah,GA,32.041311,-81.228966
Nissan,Titan,truck,2017,GASOLINE,56,,Savannah,GA,32.041304,-81.228972
Nissan,Rogue,suv,2015,GASOLINE,54,,Savannah,GA,32.041302,-81.228976
Jeep,Wrangler,suv,2020,GASOLINE,72,,Savannah,GA,32.041733,-81.229069
Kia,Sorento,suv,2019,GASOLINE,56,,Savannah,GA,32.041319,-81.228971
Ford,Mustang,car,2012,GASOLINE,58,,Rincon,GA,32.281402,-81.238395
Toyota,Highlander,suv,2018,GASOLINE,84,,Savannah,GA,32.041304,-81.228974
Subaru,Impreza,car,2017,GASOLINE,49,,Savannah,GA,32.040317,-81.228499
Toyota,Camry,car,2016,GASOLINE,46,,Savannah,GA,32.041878,-81.228639
Jeep,Patriot,suv,2016,GASOLINE,39,,Savannah,GA,32.041316,-81.228979
Polaris,Slingshot,car,2016,GASOLINE,236,,Savannah,GA,31.973871,-81.141189
Jeep,Cherokee,suv,2019,GASOLINE,59,,Savannah,GA,32.042016,-81.229397
Nissan,Altima,car,2020,GASOLINE,52,,Savannah,GA,32.041312,-81.228966
Alfa Romeo,Giulia,car,2017,GASOLINE,222,,Bluffton,SC,32.270633,-80.910787
Hyundai,Sonata,car,2018,GASOLINE,49,,Louisville,KY,38.155428,-85.756331
Tesla,Model 3,car,2018,ELECTRIC,99,,Louisville,KY,38.141874,-85.766948
Tesla,Model 3,car,2019,ELECTRIC,158,,Louisville,KY,38.109237,-85.694571
Nissan,Rogue,suv,2017,GASOLINE,66,,Louisville,KY,38.255574,-85.649496
Audi,Q7,suv,2015,DIESEL,99,,Louisville,KY,38.254291,-85.751996
Tesla,Model Y,suv,2020,ELECTRIC,149,,Louisville,KY,38.141663,-85.766881
Tesla,Model 3,car,2019,ELECTRIC,249,,Louisville,KY,38.256761,-85.557413
Lexus,NX 300,suv,2018,GASOLINE,105,,Louisville,KY,38.228824,-85.766311
Chevrolet,Corvette,car,2017,GASOLINE,275,,Louisville,KY,38.296237,-85.570986
Ford,Mustang,car,2017,GASOLINE,80,,Louisville,KY,38.154563,-85.840622
Toyota,86,car,2017,GASOLINE,70,,Louisville,KY,38.14395,-85.667555
Mitsubishi,Lancer,car,2016,GASOLINE,46,,Louisville,KY,38.241184,-85.734489
Volvo,S90,car,2018,HYBRID,95,,Louisville,KY,38.184197,-85.764698
Mercedes-Benz,C-Class,car,2018,GASOLINE,149,,Louisville,KY,38.247128,-85.587862
Ford,Mustang,car,2018,GASOLINE,275,,Louisville,KY,38.296821,-85.571481
Volkswagen,Jetta,car,2015,GASOLINE,36,,Federal Way,WA,47.280591,-122.303758
Nissan,Altima,car,2013,GASOLINE,43,,Bellevue,WA,47.61338,-122.198543
Chevrolet,Camaro,car,2018,GASOLINE,76,,Des Moines,WA,47.405627,-122.298633
Hyundai,Ioniq Hybrid,car,2019,HYBRID,38,,SeaTac,WA,47.434021,-122.273274
Tesla,Model 3,car,2018,ELECTRIC,118,,Gig Harbor,WA,47.301543,-122.580741
Nissan,Frontier,truck,2015,GASOLINE,56,,Federal Way,WA,47.28142,-122.305024
Dodge,Charger,car,2018,GASOLINE,99,,Seattle,WA,47.51419,-122.356467
Audi,Q7,suv,2013,GASOLINE,60,,Issaquah,WA,47.554099,-122.079018
Toyota,RAV4,suv,2015,GASOLINE,55,,Seattle,WA,47.61618,-122.334722
Tesla,Model 3,car,2018,ELECTRIC,80,,Seattle,WA,47.475216,-122.284455
Kia,Sorento,suv,2018,GASOLINE,52,,SeaTac,WA,47.422983,-122.297714
Tesla,Model 3,car,2020,ELECTRIC,95,,Bonney Lake,WA,47.147336,-122.151841
Mercedes-Benz,CLA-Class,car,2016,GASOLINE,62,,Burien,WA,47.498029,-122.322277
Honda,CR-V,suv,2015,GASOLINE,47,,Seattle,WA,47.626399,-122.345851
Mercedes-Benz,GL-Class,suv,2016,GASOLINE,115,,SeaTac,WA,47.443202,-122.300114
Nissan,Altima,car,2015,GASOLINE,44,,Seattle,WA,47.618574,-122.334358
Toyota,Prius,car,2014,HYBRID,45,,Seattle,WA,47.62661,-122.34556
Subaru,Outback,suv,2014,GASOLINE,51,,Kent,WA,47.412879,-122.179778
Chevrolet,Suburban,suv,2018,GASOLINE,96,,SeaTac,WA,47.456865,-122.282186
Honda,Civic,car,2012,GASOLINE,32,,KENT,WA,47.376084,-122.18149
Acura,TLX,car,2019,GASOLINE,64,,SeaTac,WA,47.416549,-122.297047
Toyota,Camry,car,2015,GASOLINE,41,,Des Moines,WA,47.407729,-122.313862
Tesla,Model 3,car,2019,ELECTRIC,119,,Issaquah,WA,47.493889,-122.066765
Subaru,Impreza,car,2019,GASOLINE,36,,Snoqualmie,WA,47.52303,-121.881546
Tesla,Model Y,suv,2020,ELECTRIC,130,,Seattle,WA,47.475933,-122.284754
Porsche,Macan,suv,2018,GASOLINE,98,,Newcastle,WA,47.545354,-122.163931
Maserati,Ghibli,car,2016,GASOLINE,189,,Puyallup,WA,47.110477,-122.322515
Tesla,Model X,suv,2016,ELECTRIC,179,,Covington,WA,47.36771,-122.116664
Land Rover,Range Rover,suv,2012,GASOLINE,95,,Auburn,WA,47.331334,-122.221282
Honda,Civic,car,2012,GASOLINE,47,,Seattle,WA,47.626728,-122.346229
Jeep,Wrangler,suv,2012,GASOLINE,69,,Seattle,WA,47.513386,-122.355662
Porsche,Macan,suv,2018,GASOLINE,98,,Newcastle,WA,47.54351,-122.164901
Tesla,Model Y,suv,2020,ELECTRIC,145,,Newcastle,WA,47.54506,-122.164635
Toyota,Prius,car,2013,HYBRID,38,,Seattle,WA,47.424699,-122.295962
Chevrolet,Sonic,car,2019,,30,,Edgewood,WA,47.23975,-122.291285
Toyota,Prius,car,2014,HYBRID,36,,Seattle,WA,47.424962,-122.295113
Jeep,Gladiator,truck,2020,GASOLINE,80,,Gig Harbor,WA,47.301879,-122.580099
Porsche,Macan,suv,2019,GASOLINE,115,,Newcastle,WA,47.542934,-122.163573
Toyota,Prius,car,2014,HYBRID,39,,Seattle,WA,47.425763,-122.297508
Toyota,Camry,car,2012,GASOLINE,39,,Des Moines,WA,47.408058,-122.314048
Tesla,Model Y,suv,2020,ELECTRIC,104,,Bellevue,WA,47.562683,-122.129177
MINI,Cooper,car,2013,GASOLINE,44,,Sumner,WA,47.145949,-122.185149
Toyota,Tundra,truck,2020,GASOLINE,89,,Federal way,WA,47.289785,-122.332229
